phid,Name,Party,Sex,Uni,Subject,PrinOcc,Military,mpFrom,mpTo,year
phid/KQJ,malcolm mccolm,LP,male,NA,NA,employed_other_white-collar_worker,Military,1949-12-10,1961-12-09,1951
phid/KQK,allan mcdonald,LP,male,NA,NA,self-employed_farmer_fisherman,Military,1940-09-21,1953-06-10,1951
phid/KSC,john mcleay sr.,LP,male,NA,NA,self-employed_small_businessman,Military,1949-12-10,1966-10-31,1951
phid/KUG,percy spender,LP,male,Syd,humanities_law,employed_professional,NA,1937-10-23,1951-03-19,1951
phid/KVR,reginald swartz,LP,male,NA,NA,employed_top_management,Military,1949-12-10,1972-11-02,1951
phid/KWE,frank timson,LP,male,NA,NA,employed_top_management,Military,1949-12-10,1960-10-16,1951
phid/KWH,athol townley,LP,male,Tas,medicine,employed_professional,Military,1949-12-10,1963-12-24,1951
phid/KXW,henry pearce,LP,male,NA,NA,other,NA,1949-12-10,1961-12-09,1951
phid/KYB,alan pittard,LP,male,NA,NA,self-employed_small_businessman,Military,1949-12-10,1951-04-28,1951
phid/KZP,roy wheeler,LP,male,NA,NA,employed_top_management,Military,1949-12-10,1961-12-09,1951
phid/KZR,thomas white,LP,male,NA,NA,employed_top_management,Military,1929-08-03,1951-06-20,1951
phid/KZW,william lawrence,LP,male,Mel,medicine,employed_professional,NA,1949-12-10,1958-11-22,1951
phid/L0G,rupert ryan,LP,male,NA,NA,self-employed_farmer_fisherman,Military,1940-09-21,1952-08-26,1951
phid/L0V,bruce wight,LP,male,NA,NA,employed_top_management,Military,1949-12-10,1961-12-09,1951
phid/LLW,roger dean,LP,male,NA,NA,employed_professional,Military,1949-12-10,1964-09-30,1951
phid/N76,robert menzies,LP,male,Mel,law,employed_professional,NA,1934-09-15,1966-02-17,1951
phid/ZL6,paul hasluck,LP,male,UWA,humanities,employed_other_white-collar_worker,NA,1949-12-10,1969-02-10,1951
